Date,Device,Bin,Item,Disposals,Contaminants,Correct Bin
1/7/2025,uwisconsin_madison_oscarsort_1,Trash,plastic gloves,2,0,Trash
1/7/2025,uwisconsin_madison_oscarsort_2,Trash,apple core,1,0,Trash
1/7/2025,uwisconsin_madison_oscarsort_3,Trash,plastic wrap,1,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Recycling,tetrapack,1,1,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,1,1,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cutlery,1,1,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,1,0,Recycling
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,food box,5,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,10,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bag,3,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,1,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,6,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,2,2,Recycling
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,1,1,Recycling
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup lid,3,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,3,0,Recycling
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic sauce cup,1,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic straw,1,0,Trash
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,1,1,Recycling
1/14/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup sleeve,1,1,Recycling
1/14/2025,uwisconsin_madison_oscarsort_3,Recycling,coffee cup lid,1,1,Trash
1/14/2025,uwisconsin_madison_oscarsort_3,Recycling,coffee cup,1,1,Recycling
1/14/2025,uwisconsin_madison_oscarsort_3,Recycling,wrapper,1,1,Trash
1/14/2025,uwisconsin_madison_oscarsort_3,Trash,plastic cup,2,2,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,paper wrapper,3,3,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,plastic wrap,2,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,10,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,food box,6,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,plastic straw,2,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,paper,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,chopsticks,2,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Recycling,food box,1,1,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,1,1,Trash
1/16/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic container,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,6,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,paper,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,aluminium can,2,2,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,2,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,soft plastic lid,2,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,paper pop cup,3,3,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup,5,5,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,liquids,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_2,Trash,plastic bottle,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,2,2,Trash
1/16/2025,uwisconsin_madison_oscarsort_2,Recycling,paper,7,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Recycling,aluminium can,2,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_2,Recycling,paper pop cup,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup sleeve,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic lid,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Recycling,wrapper,1,1,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,1,0,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Recycling,napkin,1,1,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic wrap,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup,2,2,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic gloves,2,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,food box,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup lid,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic straw,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,liquids,1,0,Trash
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,1,1,Recycling
1/16/2025,uwisconsin_madison_oscarsort_4,Trash,paper bag,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,23,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,5,5,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,banana peel,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,liquids,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bottle,2,2,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,food box,17,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,7,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic sauce cup,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,5,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,5,5,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,paper bowl,2,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,tetrapack,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bag,2,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,plastic wrap,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,orange peel,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup lid,2,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,2,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,tetrapack,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic straw,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cup,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,food box,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,napkin,2,2,Trash
1/21/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,napkin,8,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic lid,9,9,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cup,5,5,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,food box,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,food scraps,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic sauce cup,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic bag,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,aluminium can,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup lid,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic container,5,5,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cutlery,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,apple core,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic wrap,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,plastic bottle,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Trash,chopsticks,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,wrapper,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,5,5,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic bag,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,food box,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,coffee cup sleeve,3,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,coffee cup lid,2,2,Trash
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,coffee cup,2,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,paper bag,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_2,Recycling,paper wrapper,2,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_3,Trash,paper wrapper,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_3,Trash,wrapper,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_3,Trash,plastic lid,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_3,Trash,paper bowl,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_3,Recycling,wrapper,2,2,Trash
1/21/2025,uwisconsin_madison_oscarsort_3,Recycling,aluminium can,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic straw,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_3,Recycling,napkin,2,2,Trash
1/21/2025,uwisconsin_madison_oscarsort_3,Recycling,food box,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,28,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,32,32,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,24,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,4,4,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,paper bowl,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,wrapper,10,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,food scraps,2,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic sauce cup,2,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,aluminium can,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,8,8,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic wrap,3,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,cardboard,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic gloves,4,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,banana peel,1,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,paper wrapper,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,paper bag,2,2,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bottle,1,1,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Trash,plastic straw,2,0,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,napkin,5,5,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cutlery,3,3,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cup,2,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,3,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,waxed food paper,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,paper bowl,2,2,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,paper,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup lid,2,2,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,wrapper,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic lid,1,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic bottle,3,0,Recycling
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,food box,1,1,Trash
1/21/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic wrap,1,1,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,3,3,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,paper bag,2,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,6,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,6,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cup,5,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,6,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bag,1,1,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,napkin,2,2,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cutlery,1,1,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Recycling,food box,1,1,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,13,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,35,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bag,2,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,11,11,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,5,5,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,food box,35,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,2,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,8,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,yoghurt container,1,1,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,2,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,paper bowl,5,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,paper bag,3,3,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,5,5,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,aluminium can,1,1,Recycling
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,chopsticks,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_1,Trash,plastic straw,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,apple core,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,11,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,napkin,11,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,aluminium can,3,3,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,7,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic lid,10,10,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cup,12,12,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,food scraps,3,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic wrap,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cutlery,6,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic container,3,3,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,food box,3,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,paper wrapper,5,5,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,liquids,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic sauce cup,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,face mask,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup sleeve,1,1,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup lid,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup,3,3,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Trash,plastic bottle,1,1,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Recycling,wrapper,2,2,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,7,7,Trash
1/23/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic bottle,1,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Recycling,paper bag,2,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_2,Recycling,cardboard,1,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,wrapper,4,4,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,napkin,5,5,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,1,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cutlery,5,5,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic container,7,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,paper,4,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic bottle,3,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup lid,1,1,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup,1,0,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic wrap,1,1,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,wrapper,23,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,paper bag,4,4,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,27,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,paper bowl,2,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,5,5,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,29,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,food box,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,28,28,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,4,4,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,food scraps,3,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic gloves,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,stirstick,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup lid,3,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup,4,4,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,paper,3,3,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,waxed food paper,1,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic straw,3,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic wrap,3,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,banana peel,4,0,Trash
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bottle,1,1,Recycling
1/23/2025,uwisconsin_madison_oscarsort_4,Trash,aluminium can,1,1,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic wrap,3,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,37,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,11,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,7,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,paper bag,6,6,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,5,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic sauce cup,2,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,9,9,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,8,8,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,paper plate,2,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,waxed food paper,6,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,8,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup lid,3,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,food box,30,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,3,3,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,paper wrapper,3,3,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup sleeve,1,1,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bag,2,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,paper bowl,3,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,chip bag,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,paper,2,2,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Trash,paper pop cup,1,1,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,4,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cup,5,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,6,6,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,8,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,napkin,1,1,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,food scraps,1,1,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic container,1,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,4,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bag,1,1,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cutlery,1,1,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,food box,2,2,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic straw,3,3,Trash
1/28/2025,uwisconsin_madison_oscarsort_1,Recycling,paper wrapper,1,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,plastic lid,9,9,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cup,7,7,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,napkin,6,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,plastic wrap,6,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,aluminium can,2,2,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,13,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,liquids,2,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,4,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,food box,2,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,paper,2,2,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,chip bag,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,paper bowl,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,waxed food paper,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,plastic container,2,2,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Trash,chopsticks,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,2,2,Trash
1/28/2025,uwisconsin_madison_oscarsort_2,Recycling,aluminium can,1,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic lid,3,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic cup,3,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic wrap,1,1,Trash
1/28/2025,uwisconsin_madison_oscarsort_3,Recycling,wrapper,3,3,Trash
1/28/2025,uwisconsin_madison_oscarsort_3,Recycling,aluminium can,2,0,Recycling
1/28/2025,uwisconsin_madison_oscarsort_3,Recycling,food box,2,2,Trash
1/28/2025,uwisconsin_madison_oscarsort_3,Recycling,coffee cup lid,1,1,Trash
1/28/2025,uwisconsin_madison_oscarsort_3,Recycling,coffee cup,1,1,Recycling
1/28/2025,uwisconsin_madison_oscarsort_3,Trash,paper plastic bag,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_3,Trash,aluminium can,1,1,Recycling
1/28/2025,uwisconsin_madison_oscarsort_3,Trash,wrapper,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_3,Trash,plastic wrap,1,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,28,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,10,10,Recycling
1/28/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,26,26,Recycling
1/28/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,23,0,Trash
1/28/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,26,26,Recycling
