Date,Device,Bin,Item,Disposals,Contaminants,Correct Bin
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,paper plastic bag,1,1,Trash
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,1,0,Recycling
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,cardboard,1,0,Recycling
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic straw,2,2,Trash
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic lid,4,0,Recycling
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cup,3,0,Recycling
2/6/2025,uwisconsin_madison_oscarsort_4,Recycling,food scraps,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic straw,2,2,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,2,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cup,3,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,2,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,napkin,6,6,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,2,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cutlery,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic sauce cup,2,2,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic wrap,2,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,43,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,food box,36,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,paper bag,4,4,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup sleeve,3,3,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup lid,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,2,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,9,9,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,liquids,4,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,8,8,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,aluminium foil,2,2,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,7,7,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,chip bag,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,10,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,waxed food paper,5,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,6,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,paper plate,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,glass bottle,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic sauce cup,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,paper bowl,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic straw,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bottle,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_1,Trash,paper,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup sleeve,2,2,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup lid,2,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup,3,3,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,16,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cutlery,6,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,liquids,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,2,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic lid,4,4,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cup,4,4,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,food box,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,napkin,6,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,waxed food paper,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic wrap,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,food scraps,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic container,3,3,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,paper bowl,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,plastic bottle,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,paper,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Trash,banana peel,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,food scraps,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic cutlery,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic cup,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,paper plate,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,coffee cup sleeve,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,coffee cup lid,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,coffee cup,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,cardboard,2,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,wrapper,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_2,Recycling,aluminium can,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,coffee cup sleeve,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,coffee cup lid,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,coffee cup,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,wrapper,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,plastic container,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,plastic cup,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Trash,aluminium can,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,wrapper,3,3,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,napkin,3,3,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic cutlery,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,paper bowl,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,waxed food paper,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,paper wrapper,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic wrap,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_3,Recycling,paper,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,38,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,wrapper,9,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,20,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,31,31,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,paper wrapper,3,3,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bottle,3,3,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,food scraps,21,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,paper bag,4,4,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,6,6,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,4,4,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,banana peel,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup lid,4,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup,4,4,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,liquids,3,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic straw,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bag,1,0,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup sleeve,1,1,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,7,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic container,3,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,paper wrapper,1,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup lid,2,2,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup,2,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,napkin,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,chip bag,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic bottle,3,0,Recycling
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,food scraps,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cutlery,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic straw,1,1,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,wrapper,2,2,Trash
2/11/2025,uwisconsin_madison_oscarsort_4,Recycling,paper bag,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,10,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,12,12,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,50,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,paper bowl,10,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,17,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,7,7,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,food box,30,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup lid,3,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,3,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,6,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,plastic wrap,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,liquids,2,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,6,6,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,waxed food paper,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,plastic straw,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,chopsticks,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,stirstick,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,paper bag,2,2,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,paper,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,paper plate,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup sleeve,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,napkin,4,4,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,6,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cutlery,3,3,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,food box,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,wrapper,4,4,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,coffee cup sleeve,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,coffee cup lid,2,2,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,coffee cup,2,2,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,liquids,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic wrap,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic straw,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cup,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic container,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,cardboard,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,food scraps,2,2,Trash
2/13/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic sauce cup,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,plastic wrap,4,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,food scraps,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,plastic lid,9,9,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cup,11,11,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cutlery,9,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,plastic container,6,6,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,7,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,napkin,19,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,9,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,food box,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,paper bowl,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,face mask,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,aluminium can,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Trash,receipt,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,4,4,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,aluminium can,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,wrapper,2,2,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic cutlery,3,3,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic container,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic straw,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic lid,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic cup,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,paper bowl,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic wrap,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_3,Trash,plastic straw,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_3,Trash,plastic lid,2,2,Recycling
2/13/2025,uwisconsin_madison_oscarsort_3,Trash,plastic cup,3,3,Recycling
2/13/2025,uwisconsin_madison_oscarsort_3,Trash,napkin,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_3,Recycling,wrapper,2,2,Trash
2/13/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic cutlery,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_3,Recycling,napkin,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,paper wrapper,2,2,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,food scraps,16,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,20,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,paper bowl,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,wrapper,20,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,39,39,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,40,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,plastic straw,6,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,7,7,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,5,5,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,paper bag,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,banana peel,3,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,aluminium foil,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,chip bag,2,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup lid,1,0,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup,2,2,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,yoghurt container,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bottle,2,2,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Trash,paper,1,1,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,4,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,cardboard,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic straw,2,2,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic lid,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cup,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cutlery,8,8,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,paper bag,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic container,6,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic bottle,2,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,food scraps,2,2,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,napkin,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup lid,1,1,Trash
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,coffee cup,1,0,Recycling
2/13/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic wrap,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,napkin,32,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,paper bag,2,2,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,food box,39,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,wrapper,12,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,paper bowl,3,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,liquids,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cutlery,11,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic straw,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic lid,7,7,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic cup,6,6,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup sleeve,2,2,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup lid,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,coffee cup,4,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,food scraps,7,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,waxed food paper,8,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,paper,4,4,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic container,6,6,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic wrap,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic bag,4,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,paper wrapper,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,aluminium can,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,paper plate,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Trash,plastic sauce cup,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bottle,4,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,aluminium can,6,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cutlery,2,2,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic lid,4,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic container,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic bag,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic sauce cup,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic straw,3,3,Trash
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,plastic cup,4,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_1,Recycling,napkin,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,aluminium can,3,3,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,wrapper,10,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cutlery,8,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,napkin,6,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic container,11,11,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic straw,11,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic lid,11,11,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic cup,14,14,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,waxed food paper,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,liquids,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,food box,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,paper wrapper,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,food scraps,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic wrap,3,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,plastic bottle,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup lid,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Trash,coffee cup,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,napkin,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,wrapper,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,paper wrapper,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic wrap,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,paper,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic bottle,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic cutlery,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,plastic container,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_2,Recycling,aluminium can,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic wrap,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,napkin,6,6,Trash
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic bottle,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,paper,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,plastic lid,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,paper bowl,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_3,Recycling,food box,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_3,Trash,aluminium can,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_3,Trash,napkin,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,wrapper,9,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bag,3,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,napkin,23,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic wrap,7,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,banana peel,4,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic sauce cup,5,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,food scraps,17,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cutlery,30,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic container,36,36,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,stirstick,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,waxed food paper,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic cup,6,6,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,paper bag,5,5,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,liquids,3,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic straw,2,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic lid,4,4,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,paper wrapper,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,sauce packet,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup sleeve,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup lid,1,0,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,coffee cup,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,cardboard,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Trash,plastic bottle,1,1,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cup,2,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,food scraps,2,2,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic container,7,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic cutlery,8,8,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,napkin,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,plastic sauce cup,1,1,Trash
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium can,3,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,aluminium foil,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,paper pop cup,1,0,Recycling
2/18/2025,uwisconsin_madison_oscarsort_4,Recycling,wrapper,2,2,Trash
